Thu Jul 22 16:42:09 +0000 2010",,,594538332874473473,,,RT @Nepal_travels: Nepal earthquake: Bid to restore Patan Durbar Square - BBC News http://t.co/NeJ6W6TIGZ,,,,,, 0,,, 3 	Irrelevant
Sun Sep 20 20:25:55 +0000 2009",,,594541667962724352,,,RT @naturemind: An earthquake in Michigan! Holy crap!!!,,,,,, 0,,, 2 	Irrelevant
Fri Jan 18 13:04:45 +0000 2013",,,594537515396116480,,,RT @DDNewsLive: Reporter's Diary: Ground Zero report on after effects of earthquake in #Nepal \nWatch- https://t.co/vVSCTTjvoh http://t.co/K\u2026,,,Nepal;,,, 0,,, 9 	Irrelevant
Tue Aug 11 06:12:45 +0000 2009",,,594552459516846081,,,RT @RT_com: URGENT: 5.7 magnitude earthquake strikes southeastern Japan \u2013 USGS http://t.co/mV54Wr1MlQ http://t.co/kuOoJyU51F,,,,,, 0,,, 254 	Irrelevant
Fri Apr 18 10:07:55 +0000 2008",,,594544789514661889,,,What are the chances of an earthquake in #Svalbard ? God forbid; but #NepalEarthquake has thrown new questions https://t.co/IldXAk3tlq,,,genebanks;,,, 0,,, 0 	Irrelevant
Sat Apr 19 15:34:45 +0000 2014",,,594551006815391744,,,RT @GeetaSanon: Amazing pic..a brother protecting his sister..Nepal earthquake ..God, please protect Ur children . http://t.co/KZF5LnpLHq,,,,,, 0,,, 10 	Irrelevant
Wed Jul 08 09:50:52 +0000 2009",,,594554908990373888,,,12 Shocking Photos of Nepal Earthquake http://t.co/rT1iuJbXdg,,,,,, 0,,, 0 	Irrelevant
Mon Oct 12 11:15:26 +0000 2009",,,594541774967738368,,,@timesofindia Pakistan should have suffered from earthquake instead of Nepal,,,,,, 0,,, 0 	Irrelevant
Fri Jun 05 13:12:57 +0000 2009",,,594540767672139776,,,RT @chhoekyapa: Nepal\u2019s Dangerous #Dams - by #China. future earthquake dam collapse. Catastrophe will could follow #Nepalearthquake\nhttp://\u2026,,,Dams;China;Nepalearthquake;,,, 0,,, 3 	Irrelevant
Mon Sep 19 11:15:22 +0000 2011",,,594541853732667392,,,Indeed a real Hero!! Rajesh Hamal donates Rs 10 lakhs for Earthquake relief! http://t.co/2YMKzQpCKo,,,,,, 4,,, 3 	Relevant
Mon Nov 10 12:45:21 +0000 2008",,,594553976122544128,,,RT @AmitHPanchal: Rare photo of @narendramodi during #Gujarat #earthquake ! http://t.co/N9Wukhiwhv,,,Gujarat;earthquake;,,, 0,,, 16 	Irrelevant
Tue Sep 16 13:42:56 +0000 2014",,,594553781083209728,,,A doctor has reportedly attempted to rape a woman admitted for treatment after sustaining injuries in the #earthquake http://t.co/lRLcg8x9fo,,,earthquake;,,, 1,,, 0 	Irrelevant
Sat Jan 03 01:46:35 +0000 2015",,,594551120736882689,,,RT @zappylily: That one person you tried calling for the umpteenth time after first jolt of the earthquake.,,,,,, 0,,, 4 	Irrelevant
Wed Apr 29 10:11:34 +0000 2009",,,594548413619810304,,,RT @htTweets: Vital relief supplies for Nepal earthquake victims held up at customs: UN http://t.co/u5TugDtYHj http://t.co/ZVUWdhKaPh,,,,,, 0,,, 24 	Relevant
Mon Sep 19 04:20:57 +0000 2011",,,594545921989353472,,,Just read a BBC article that states #RoyalBaby will bring cheer in #Nepal after the #Earthquake woes.\r\rSeriously? \rI think the answer is no.,,,RoyalBaby;Nepal;Earthquake;,,, 0,,, 0 	Irrelevant
Fri Sep 18 08:59:54 +0000 2009",,,594540367942262784,,,Day 8: Still we're staying outside our house. This Earthquake has really given us the mental trauma!\n\nI won't be watching Man United's game!,,,,,, 1,,, 0 	Irrelevant
Tue Dec 13 08:11:23 +0000 2011",,,594541622781550592,,,Editor's note: We are seeing reports of people feeling an earthquake in southwest Michigan. We are watching for more\u2026,,,,,, 0,,, 0 	Irrelevant
Mon Oct 12 08:56:30 +0000 2009",,,594543903782477824,,,A social revolution with impact! Nepal earthquake: Facebook raises $10 million in relief funds http://t.co/tqbKZKAPg7 via @dna,,,,,, 0,,, 0 	Relevant
Sun Sep 20 15:57:38 +0000 2009",,,594535906020691968,,,The most informative map that exists as of now: Extent of the Damage From the Nepal Earthquake http://t.co/Bz1FAG51HB #NepalEarthquake RTplz,,,NepalEarthquake;,,, 0,,, 0 	Irrelevant
Sat Oct 18 04:44:26 +0000 2014",,,594541011998642176,,,RT @TyagiInsan: A woman cries as the body of her relative, who died in Saturday's earthquake Kathmandu,Npl\n#MSGHelpEarthquakeVictims http:/\u2026,,,MSGHelpEarthquakeVictims;,,, 0,,, 4 	Irrelevant
Mon Jun 18 10:17:24 +0000 2012",,,594545487203676160,,,RT @IamJessie__: Oh god. Its an earthquake in chicago, mitchigan :o,,,,,, 0,,, 1 	Irrelevant
Thu Jul 07 13:26:22 +0000 2011",,,594536195721449472,,,Salam &amp; hi , i'm going to Nepal for earthquake Medical Relief mission with Global Expedition\u2026 https://t.co/xgQvDt1J5Y,,,,,, 0,,, 0 	Relevant
Sat Nov 13 12:59:00 +0000 2010",,,594545385344999424,,,Earthquake exodus: thousands are leaving Kathmandu Valley for safer regions. #Nepal #NepalEarthquake http://t.co/BKpnAUT8SK,,,Nepal;NepalEarthquake;,,, 0,,, 0 	Irrelevant
Sun Jun 12 03:19:32 +0000 2011",,,594544057541472256,,,Send your LOVE today!  Easy, Quick!\nEarthquake Relief for Osho Tapoban, Nepal | Prem Geet's Fundraiser on CrowdRise http://t.co/WfiwLEpfGl,,,,,, 1,,, 0 	Irrelevant
Thu Feb 21 03:59:21 +0000 2013",,,594539553827885056,,,13 million Yen in aid received for earthquake victims: Nepal\u00a0Embassy http://t.co/L3AzwEmOpJ,,,,,, 0,,, 0 	Relevant
Tue Apr 10 14:56:03 +0000 2012",,,594535712218722304,,,only  25% of Youths are involving in Post Earthquake relief, rescue and management.\nWhere are others?\nWake Up Guys \n#workfornepal,,,workfornepal;,,, 0,,, 0 	Irrelevant
Tue Aug 05 00:17:52 +0000 2014",,,594544807940263936,,,RT @abcnewswx: JUST IN: USGS registers preliminary magnitude 4.0 earthquake near Kalamazoo, #Michigan - (USGS map) http://t.co/Ab3df53Ddx,,,Michigan;,,, 0,,, 333 	Irrelevant
Tue May 12 18:07:38 +0000 2009",,,594537806908653568,,,@CTVNews ...yes this is very painful...when this magnitude of earthquake falls on any region of the world...unrepairable .....,,,,,, 0,,, 0 	Irrelevant
Mon Jul 07 06:45:02 +0000 2014",,,594543326105247744,,,#Lucknow No check to ensure earthquake resistance in low-rise houses in Lucknow - Times of India http://t.co/rVBxHu8af5,,,Lucknow;,,, 0,,, 0 	Irrelevant
Mon Feb 08 04:19:49 +0000 2010",,,594543383051272192,,,RT @siromanid: @KafleShristi I heard that earthquake affected receive more relief than real victims. Is it true?,,,,,, 0,,, 2 	Irrelevant
Thu Jan 30 11:04:25 +0000 2014",,,594540840917282817,,,Nepal government criticised for blocking earthquake aid to remote areas A young boy, Gigar Rama, eats lunch... http://t.co/opkoK7SRcy,,,,,, 0,,, 0 	Irrelevant
Wed May 16 09:01:44 +0000 2012",,,594543271948365824,,,Apparently there was an #earthquake back in #Morappur Stay safe, guys!,,,earthquake;Morappur;,,, 0,,, 0 	Irrelevant
Fri Jan 11 16:00:52 +0000 2013",,,594539343114477568,,,Prayers for everyone in Nepal and indai..!!EARTHQUAKE,,,,,, 0,,, 0 	Irrelevant
Mon Mar 23 06:51:35 +0000 2015",,,594541356682379265,,,@narendramodi Nepal Earthquake- Call for help \nhttps://t.co/2tRtCCcoF5,,,,,, 0,,, 0 	Irrelevant
Sat Apr 25 18:53:46 +0000 2009",,,594537166056882176,,,Picture - Relief, Rescue Arrives Following Devastating and Nepal Earthquake Disaster Nepal,... http://t.co/v1fVGXaIdr,,,,,, 0,,, 0 	Irrelevant
Sun Feb 17 13:41:07 +0000 2008",,,594540394290946048,,,FYI - district wide assessment of Sindhupal chowk -- a bit old\n\nhttp://t.co/S2OJS0xQ7G,,,,,, 0,,, 0 	Irrelevant
Thu May 19 10:52:43 +0000 2011",,,594536998737551360,,,Radio is the primary and reliable source of information for the #Earthquake affected people. #NepaliRadios are doing great Job.,,,Earthquake;NepaliRadios;,,, 0,,, 0 	Irrelevant
Sat Nov 08 08:44:03 +0000 2014",,,594539141754331137,,,RT @ksushma140: Green s team rehabilitate areas by building wooden houses for earthquake victims of nepal.\n#MSGHelpEarhtquakeVictims http:/\u2026,,,MSGHelpEarhtquakeVictims;,,, 0,,, 148 	Relevant
Thu Jan 30 11:04:25 +0000 2014",,,594540829953298435,,,Nepal earthquake: Chances of finding survivors 'extremely slim' (CNN) A week after a 7.8-magnitude earthquake... http://t.co/50hSrykDtP,,,,,, 0,,, 0 	Irrelevant
Sat Jan 24 09:17:05 +0000 2015",,,594539860351799296,,,RT @SoniKaransoni28: @Gurmeetramrahim # msg help earthquake victims take care pita ji ...\u2764\ud83d\udc93\ud83d\udc93\ud83d\udc93\ud83d\udc9e\ud83d\udc9e\ud83d\udc9e\ud83d\udc9d\ud83d\udc9d\u2764\u2764\u2764\ud83d\udc96\ud83d\udc96\ud83d\udc97\ud83d\udc95\ud83d\udc9f\ud83d\udc9c\ud83d\udc9b, http://t.co/DbwXG0ZfqZ,,,,,, 0,,, 6 	Irrelevant
Fri Dec 30 10:04:03 +0000 2011",,,594541590531608576,,,@sweetasingh 1Point slipped from mind. Considerable light was thrown on Architecture Engineering how to build Earthquake friendly buildings,,,,,, 0,,, 0 	Irrelevant
Fri Feb 11 06:52:34 +0000 2011",,,594536364944728064,,,RT @shiva_nepal: My wife and I with little help to earthquake victims at Kavre. #PrayForNepal http://t.co/Q0U3i2dltR,,,PrayForNepal;,,, 0,,, 2 	Relevant
Fri Apr 25 09:59:48 +0000 2014",,,594537976337694721,,,West Bengal Govt to send 40 trucks of Relief Material for Nepal Earthquake Victims http://t.co/II6Pyvkj95,,,,,, 0,,, 0 	Relevant
Wed Jun 12 08:05:34 +0000 2013",,,594540528005292034,,,Bollywoods attempt to reach out help to Nepal earthquake victims: In the days prior to the revolutionary inven... http://t.co/7RazxUdUKc,,,,,, 0,,, 0 	Irrelevant
Sat Jul 30 03:06:42 +0000 2011",,,594540111213273089,,,RT @Neuronicism: Holy shit I think we just had an earthquake. That was some scary end of the world feeling shit.,,,,,, 0,,, 4 	Irrelevant
Fri Sep 20 14:32:22 +0000 2013",,,594542434907881472,,,Hands-on-Hands: This #Nepal band uses music to heal earthquake scars, seeks help. Watch the video story @htTweets  http://t.co/yYM9kNZDCO,,,Nepal;,,, 0,,, 0 	Irrelevant
Thu Jun 19 13:52:37 +0000 2014",,,594545179064868864,,,@ramindersays @THE_SARA_Jammu @goonj u r always welcome...i hv gone through 2005 earthquake..lost youngr sister..feel rly sad fr poor ppl,,,,,, 0,,, 0 	Irrelevant
Thu Mar 26 16:57:01 +0000 2009",,,594536266512920579,,,RT @ForeignPolicy: [PHOTOS] The earthquake in Nepal; protests in Burundi; and WWII reenactment in Russia. http://t.co/7VBeuSiK6B http://t.c\u2026,,,,,, 0,,, 18 	Irrelevant
Sat Sep 06 07:49:34 +0000 2014",,,594541619677769728,,,Hints of Normalcy in Katmandu, but Rebuilding Lies Ahead: A week after a severe earthquake struck Nepal, a growing number of its capi...,,,,,, 0,,, 0 	Irrelevant
Fri May 01 11:46:22 +0000 2015",,,594542202673475584,,,India is tha first country which helps Nepal in natural disaster earthquake,,,,,, 0,,, 0 	Relevant
Tue Aug 09 16:09:52 +0000 2011",,,594536792394575872,,,RT @Help_Nepal: Update: As of now, we have raised approx. US $265,000 in HNN's Earthquake Relief Fund (based on fundraising in the US, UK a\u2026,,,,,, 0,,, 2 	Relevant
Mon Sep 24 07:57:33 +0000 2012",,,594539766651060224,,,A new update has been posted to One Bucket of Relief Material for Earthquake Victims Nepal: https://t.co/iF7TSrkIy3,,,,,, 0,,, 1 	Irrelevant
Thu Mar 03 04:52:21 +0000 2011",,,594540768888496129,,,RT @kanchanojha: \"How not to rebuild Nepal\"-Lessons from Haiti five years after its earthquake http://t.co/YCEzuxkz10 #DoRead !,,,DoRead;,,, 0,,, 1 	Irrelevant
Fri Jan 13 16:14:39 +0000 2012",,,594541334368653312,,,ENGINEERING: ITS TIME TO REBUILD NEPAL....LOW-COST, LOW-TECH, EARTHQUAKE RESISTANT BUILDING... http://t.co/2htY5k5Nbx,,,,,, 0,,, 0 	Irrelevant
Sun Jan 10 03:10:34 +0000 2010",,,594536652812451840,,,PL 570 - In the wake of last weeks earthquake we have suffered another natural disaster that momentarily turned... http://t.co/tOxDYWypmX,,,,,, 0,,, 0 	Irrelevant
Sun Nov 04 16:00:25 +0000 2012",,,594542072268345344,,,RT @monk_razr: 14 Amazing Things India Has Done To Help Nepal's Earthquake Rescue Mission - The Better India http://t.co/jPZpQFZTEL via @th\u2026,,,,,, 0,,, 1 	Relevant
Wed Mar 04 12:45:00 +0000 2009",,,594538969628479488,,,After the #earthquake, what they expected India to do? Leftist leaders find everything right with Chinese operation. https://t.co/fcofa3rgKJ,,,,,, 0,,, 5 	Irrelevant
Thu Jan 30 11:04:25 +0000 2014",,,594540806431756289,,,Nepal Earthquake 2015: No Possibility Of Survivors One Week Later, Death Toll Rises To Over 6700 Earthquake... http://t.co/qsG8nCSD9P,,,,,, 0,,, 0 	Irrelevant
Sat Apr 18 15:19:37 +0000 2015",,,594540632405712897,,,RT @the_clear_pic: @Lenskart_com Tweeting the same apology doesn't change that when #death was in the air, you thought, #Money\n#earthquake \u2026,,,death;Money;earthquake;nepal;mediaethics;,,, 0,,, 1 	Irrelevant
Thu Oct 10 10:45:07 +0000 2013",,,594545086098083841,,,@PhasesofNiall I had an earthquake here a week ago. Hope u r safe and alright xx,,,,,, 0,,, 0 	Irrelevant
Sun Feb 23 11:03:06 +0000 2014",,,594546012494176257,,,No News about him Nor he don't want to Reveal it, He Donated 10 crore and his 2 Helicopter To Nepal Earthquake... http://t.co/76FqZ94Int,,,,,, 0,,, 0 	Irrelevant
Sun Jun 13 15:42:47 +0000 2010",,,594541107868004353,,,Vital relief supplies for Nepal earthquake victims held up at customs United Nations\u2026 http://t.co/2AfKlXTJje SPS\u00ae,,,,,, 0,,, 0 	Relevant
Mon Dec 28 07:52:40 +0000 2009",,,594536094311387136,,,@liverpool Pls support Nepal in Earthquake Relief,,,,,, 0,,, 0 	Irrelevant
Wed Jul 04 10:04:02 +0000 2012",,,594540586184482816,,,RT @imraghav30: @Lenskart_com You think its funny?a 1000 people are homeless.100s of people hve lost their loved ones. #earthquake http://t\u2026,,,earthquake;,,, 0,,, 2 	Irrelevant
Sat Oct 31 07:08:10 +0000 2009",,,594538918202060800,,,RT @FollowCII: #NepalEarthquake CII is mobilizing large quantities of materials for Earthquake Relief both i\u2026 http://t.co/BZKjLyUFf5 via @F\u2026,,,NepalEarthquake;,,, 0,,, 5 	Relevant
Tue Aug 06 18:21:41 +0000 2013",,,594543373589082112,,,Life ends happily, not in #Kathmandu !\n#life #end #happy #quote #earthquake #notok #sad #happyending\u2026 https://t.co/kR7jphS0ih,,,Kathmandu;life;end;happy;quote;earthquake;notok;sad;happyending;,,, 0,,, 0 	Irrelevant
Thu Jun 05 14:29:50 +0000 2014",,,594541404560429056,,,RT @rajnikantmisra: What a relief... A friend living on Mars just\nmarked himself safe in Nepal Earthquake..,,,,,, 0,,, 3 	Irrelevant
Thu May 19 10:52:43 +0000 2011",,,594536206148341760,,,Its a crucial time 4 #NepaliRadios to serve the ppl best by informing #Earthquake and raising awareness against rumors. Its an opportunity.,,,NepaliRadios;Earthquake;,,, 1,,, 0 	Irrelevant
Mon Mar 16 08:13:52 +0000 2009",,,594539969193975808,,,The situation at Indo-Nepal border needs more help. You can improve #earthquake victim's fate @callmeramzo http://t.co/uwwEKUDkWN,,,earthquake;,,, 1,,, 0 	Irrelevant
Tue Sep 07 15:58:39 +0000 2010",,,594537847505293313,,,Devastating earthquake . God please help my country . \ud83d\ude14,,,,,, 0,,, 0 	Irrelevant
Sat Feb 21 23:04:43 +0000 2009",,,594545999667822592,,,earthquake neither be predicted nor forcasted https://t.co/CNo9eskPSa,,,,,, 1,,, 3 	Irrelevant
Wed Apr 18 09:56:31 +0000 2012",,,594544995970854913,,,Today Nepal has taken a new turn regarding relief,mobilization and youth led impact in this tragic #earthquake #NepalQuakeRelief#NepalQuake,,,earthquake;,,, 0,,, 0 	Irrelevant
Tue Feb 05 13:12:01 +0000 2013",,,594541225392214017,,,Nepal earthquake is a lessons to human about nature power.,,,,,, 0,,, 0 	Irrelevant
Mon Mar 16 08:13:52 +0000 2009",,,594538718054060032,,,The #earthquake victims in #Bihar &amp; #Nepal still needs your help. Lets collaborate and help. visit http://t.co/dErcrn9BvN @b50,,,earthquake;Bihar;Nepal;,,, 0,,, 1 	Irrelevant
Fri Feb 20 05:01:29 +0000 2009",,,594545521974448128,,,RT @davidbainaa: Looks like our #earthquake was 4.0 on the Richter and centered 8 km. south of Galesburg, Michigan.,,,earthquake;,,, 0,,, 2 	Irrelevant
Wed Jul 29 04:43:33 +0000 2009",,,594541469215510529,,,8-year-old Neev Saraf from Maryland raising $25,000 for Nepal earthquake victims - The American... http://t.co/1pRMTznJ6G,,,,,, 1,,, 0 	Relevant
Mon Sep 29 19:33:56 +0000 2014",,,594541265766764545,,,RT @LionsRoarOnline: Shechen Monastery is serving as a relief center, housing more than 2,000 earthquake victims. http://t.co/fe22lsdq2V ht\u2026,,,,,, 0,,, 36 	Relevant
Thu Jan 30 11:04:25 +0000 2014",,,594540817131261952,,,Airbnb supports Oxfam's Nepal Earthquake Appeal A powerful earthquake has devastated Nepal. Over 5000 people have... http://t.co/bYFiFRLvKd,,,,,, 0,,, 0 	Relevant
Mon Mar 15 17:10:37 +0000 2010",,,594545036697604097,,,Sons of Everest climbers shelter from earthquake together\u00a0 http://t.co/YvXPr7o9lW via @MailOnline,,,,,, 0,,, 0 	Irrelevant
Sat Feb 27 19:41:47 +0000 2010",,,594544899837460481,,,RT @cybfor: #Cyber Aftershocks from Nepal's Earthquake Can Cripple Businesses Right Here at Home: [http://t.co/bxzjhHX0zt]\u2026 http://t.co/ocm\u2026,,,Cyber;,,, 0,,, 2 	Irrelevant
Sun Sep 27 10:21:19 +0000 2009",,,594526211386159104,,,good evening http://t.co/vFWTxbwte0 to earthquake victims .,,,,,, 0,,, 0 	Irrelevant
Fri Aug 02 16:36:04 +0000 2013",,,594535975763611648,,,Moderate intensity quake hits Andaman, no danger of Tsunami: Kolkata: A moderate earthquake measuring 5.4 in t... http://t.co/UcHzBsS39q,,,,,, 0,,, 0 	Irrelevant
Fri Apr 25 09:59:48 +0000 2014",,,594535490231128066,,,Gorkhaland Territorial Administration (GTA) has send 7 trucks of relief material for Nepal Earthquake victims... http://t.co/nkfnWrwmi2,,,,,, 0,,, 0 	Relevant
Thu Mar 12 15:01:52 +0000 2009",,,594537049878761472,,,RT @DiscoverMag: The Week's Top 10: (5) Drone footage shows scope of earthquake's destruction in Nepal: http://t.co/zxxa2deEKX http://t.co/\u2026,,,,,, 0,,, 18 	Irrelevant
Thu Sep 24 19:01:28 +0000 2009",,,594536895436034050,,,Mt. Everest got an inch shorter, while Kathmandu rose three feet due to the Nepal Earthquake.,,,,,, 0,,, 0 	Irrelevant
Sat Feb 16 11:57:25 +0000 2013",,,594574085314760704,,,Earthquake kills three Tibetans in Nepal, remote settlements out of contact http://t.co/AWIwUoOU8W,,,,,, 0,,, 0 	Irrelevant
Mon Apr 28 15:56:47 +0000 2014",,,594556605397610496,,,The Disaster Management team of Brahma Kumaris has been effortlessly working for the #Nepal #earthquake victims.... http://t.co/4MmfkRDxBq,,,Nepal;earthquake;,,, 0,,, 0 	Relevant
Tue Jan 03 16:37:06 +0000 2012",,,594559441770385409,,,BBC news lost its mind after princess is born .Whole day broadcast of st.Marys hospital. where is Nepal Earthquake ? #NepalEarthquake  #bbc,,,NepalEarthquake;bbc;,,, 0,,, 0 	Irrelevant
Fri Nov 28 15:39:38 +0000 2008",,,594560144542838784,,,RT @dna: Nepal earthquake: Death toll crosses 7,000; 19 Indians among the dead  http://t.co/S8UmE0GnOS,,,,,, 0,,, 8 	Irrelevant
Thu Jun 02 01:37:27 +0000 2011",,,594569939660382209,,,#SuryaRay #Surya Nice Blog @suryaray After deadly earthquake, Nepal's\u2026 http://t.co/D8xXDqqwcr #SuryaRay #Indian @suryaray @suryaray,,,SuryaRay;Surya;SuryaRay;Indian;,,, 0,,, 0 	Irrelevant
Sat May 12 13:04:50 +0000 2007",,,594568684233863168,,,RT @TheEconomist: A severe earthquake has hit Nepal. Reports of deaths are climbing into the hundreds http://t.co/ynsLuqMwzM http://t.co/TK\u2026,,,,,, 0,,, 686 	Irrelevant
Wed Sep 30 21:37:53 +0000 2009",,,594560640527699968,,,RT @IBTimes: A light earthquake shook the midwest today, felt from southeastern Michigan to Cleveland: http://t.co/kZyteSLE1A,,,,,, 0,,, 3 	Irrelevant
Mon May 26 08:15:22 +0000 2014",,,594568555984588800,,,Nepal earthquake: Death toll crosses 7000-mark; 19 Indians among the dead - IBNLive http://t.co/y6D2juRF79 #yugvani,,,yugvani;,,, 0,,, 0 	Irrelevant
Sat Sep 12 04:45:44 +0000 2009",,,594556838361759745,,,RT @beforeitsnews: Moderate earthquake \u2013  Galesburg, Michigan on May 2, 2015 http://t.co/RVzTgaX5sd http://t.co/aum4vBZTEi,,,,,, 0,,, 5 	Irrelevant
Thu Mar 18 18:20:13 +0000 2010",,,594572927011459072,,,He dreamt of being the first vegan to climb Mount Everest from Nepal. Then the earthquake happened. http://t.co/Exl5bd89X1,,,,,, 1,,, 0 	Irrelevant
